Product_name,Brand,Rating,No_Rating,key_benefits_list
Dynamic Homeopathy Dynamic 25 Dycough Dilution,Dynamic Agencies,4.7,145 Ratings,"['Sangunaria Canadensis', 'Ocimum Sanctum', 'Justicia Adhotoda', 'Ipecacuanha', 'Drosera Rotundifolia', 'Eriodictyon glutinosum', 'Castanea Vesca', 'Lobelia Inflata', 'Stramonium', 'Eucalyptus Globulus', 'Asafoetida', 'Belladonna', 'Kali Iodatum', 'Ferrum Phosphoricum', 'Natrum Muriaticum', 'Kali Sulphuricum', 'It is a homoeopathic remedy that helps relieve all types of cough', 'It helps to soothe and prevent bronchitis', 'It helps relieve wet cough and nasal congestion with yellow and irritating phlegm', 'Take 10 drops in the morning and 10 drops in the evening in ½ glass of water half an hour before meals or as advised by your physician', 'Read the product label carefully before use', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children', 'Consult a doctor before taking any supplement', 'Do not exceed the recommended dosage', 'Pregnant or nursing mothers, children, and people with medical conditions must consult a physician before taking this supplement']"
SBL Alfalfa Mother Tincture Q,SBL Pvt Ltd,4.5,206 Ratings,"['Plant extract of medicago sativa', 'Ethanol', 'Helps in improving appetite', 'Improves mental and physical vigour', 'Reduces headache and abdominal pain', 'Helpful in reducing frequent urination', 'Useful in treating kidney and prostate conditions', 'Read the label carefully before use', 'Self-medication is not advised', 'Do not exceed the recommended dosage', 'Keep out of the reach of children', 'Store in a cool and dry place']"
Dr. Reckeweg Bryonia Alba Dilution 200 CH,Dr Reckeweg & Co,4.6,316 Ratings,"['It is primarily used for the treatment of influenza, coryza, arthritis and rheumatism', 'It relieves symptoms of flu such as constant sneezing and cold', 'It is used to soothe sore throat and treating excessive cough', 'It is also helpful in the treatment of joint and muscle pains associated with rheumatism and arthritis', 'Helpful in treating issues related to the respiratory system such as dry cough, asthma and difficulty breathing', 'Its uses also include treatment of gastro-intestinal infection and dysentery and it also helps correct feelings of fullness and nausea', 'It is also helpful in treating severe headache associated with constipation', 'It effectively improves digestion and assists in better defecation', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store in a cool dry place away from direct sunlight and heat']"
Dr. Reckeweg R17 Glandular Enlargement Drop,Dr Reckeweg & Co,4.5,92 Ratings,"['Acidum lacticum', 'Naja tripudians', 'Scrophularia nodosa', '38 vol. % Alcohol', 'The drops can help prevent pus formation and soothe muscular, mucous membrane, and skin conditions', 'It may be beneficial for stomach health', 'It also aids in alleviating glandular swellings, scales, and warts', 'Read the label carefully before use', 'Store in a cool and dry place', 'Keep out of reach of children']"
Bjain Omeo Ear Drop,Bjain Pharmaceuticals Pvt Ltd,4.5,92 Ratings,"['Calendula officinalis 0.30ml', 'Verbascum thapsus 0.10ml', 'Mezereum 0.02ml', 'Resorcinum 1X 36.0mg', 'Acidum boracicum 1X 10.0mg', 'It acts as an antiseptic or disinfectant for ears', 'It is beneficial to minimise earache', 'It contains verbascum thapsus, which is beneficial for relieving earache at once', 'It also contains resorcinum that may be used as an antiseptic disinfectant', 'Store in a cool and dry place away from direct sunlight', 'Read the label carefully', 'Keep out of reach of children']"
SBL Drops No. 3 (For UTI),SBL Pvt Ltd,4.6,179 Ratings,"['Berberis vulgaris', 'Sarsaparilla', 'OcimumCanum', 'Pareirabrava', 'Senecio aureus p', 'Cantharis', 'Alcohol', 'Purified water q.s.', 'Provides relief from burning, itching and frequent urination', 'Treats urinary tract infection', 'Effective for kidneys, bladder and urethra, renal colic, with violent vomiting every fifteen minutes', 'Cure urinary disorder, greenish, blood red, with thick slimy mucus, transparent reddish or jelly like sediment, turbid urine', 'Provides relief from haematuria, pain in loin with fever and chills, pain in lower abdomen', 'Treatsconstant urging, straining, pain down thighs during urinate', 'Helps duringviolent and aggressive action on tissues, especially mucus membranes of the urinary tract', 'Curesrapid inflammation followed by severe, destructive pathology', 'Provides relief from burning, scalding urine, with cutting, intolerable urging and fearful tenesmus or dribbling', 'Helps during pain in kidneys radiating to bladder and then along hips into the thighs', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children']"
ADEL 3 Apo-Hepat Drop,Adel Pekana Germany,4.5,84 Ratings,"['Chionanthus virginica 4X', 'Cynara scolymus 4X', 'Iberis amara 6X', 'Lycopodium clavatum 4X', 'Mandragora e rad sicc 6X', 'Peumus boldus 4X', 'Phosphorus 10X', 'Taraxacum officinale 12X', 'It resolves upper stomach ailments, vegetative dystonia (autonomic nervous system dysfunction) and dies fermentation of the liver and pancreas', 'It is also effective for relieving the blockage of the portal vein into the liver and promotes the excretion of toxins that accumulate in the organs and connective tissues from endogenous and exogenous sources', 'It eliminates gastro-hepatic disruptions with symptoms that include intestinal pain and cramps', 'Lycopodium clavatum in it helps eliminate metabolic waste products and stimulates the excretion of excess cholesterol', 'It addresses digestive upset, disruption of the proper stomach and liver function and pancreatic weakness accompanied by strong flatulence', 'It addresses afflictions of the gallbladder and stimulates the gastrointestinal tract, pancreas and liver to overcome impairment caused by illnesses such as rheumatism or arthritis', 'Read the label carefully before use', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children']"
Dr Willmar Schwabe India Aesculus Pentarkan Drop,Dr Willmar Schwabe India Pvt Ltd,4.4,125 Ratings,[]
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),Dr Batra Positive Health Products Limited,4.4,125 Ratings,"['Echinacea', 'Aconitum Nappelus', 'Sambucus Nigra', 'Baptisia Tinctoria', 'Thuja', 'Echinacea helps to increase white blood cells, which help in fighting infections and builds the immune system', 'Help fight bacterial and viral infections', 'Aconitum Nappelus helps those who become ill after a cold and cough', 'Helps to improve immunity and acts as an anti-septic', 'Thuja acts on the lymphatic\xa0 system and swollen glands', 'It is safe, scientific and long-lasting', 'Read the label carefully before use', 'Keep out of reach of the children', 'Store in a cool dry place']"
Allen Snorid Drop,Allen Homoeo & Herbal Products Ltd,4.2,126 Ratings,"['Arsenicum album', 'Belladonna', 'Bryonia alba', 'Drosera rotundifolia', 'Camphora', 'Hydrastis canadensis', 'Cistus canadensis', 'Ephedra vulgaris', 'Echinacea angustifolia', 'Hepar sulphuris calcareum', 'Histaminum hydrochloricum', 'Ignatia amara', 'Teucrium marum virum', 'In aqua destilla', 'Regular use aids in relieving snoring and removing the dryness of the nasal cavity', 'It helps in providing relief from wheezing and suffocation while sleeping', 'These drops help clear blockage in the air passage and improve nasal congestion', 'It helps in reducing the swelling of throat glands and tonsils', 'This clinically proven drop helps to reduce constriction in the throat and larynx', 'Consult a physician before consumption', 'Take 10-15 drops in 10 ml of water an hour before bedtime or as directed by the physician', 'The dosage can be increased or decreased depending on the severity', 'Use for 3 months for better results', 'Read the label carefully before use', 'Store in a cool and dry place, away from sunlight', 'Keep out of reach of children', ""Don't exceed the recommended dosage"", 'Use under medical supervision', 'Avoid any strong smell in the mouth, such as coffee, onion, hing, mint, camphor, garlic etc., while taking medicine', 'Avoid eating tobacco or drinking alcohol during the course']"
Dr Willmar Schwabe India Zauber Hair Drop,Dr Willmar Schwabe India Pvt Ltd,4.3,10 Ratings,"['Acidum phosphoricum 3X 10% v/v', 'Graphites 5X 10% v/v', 'Sabal serrulata 3X 10% v/v', 'Silicea 6X 10% v/v', 'Thuja occidentalis 3X 10% v/v', 'Alcohol content 27% v/v', 'It helps in managing hair fall and hair loss', 'The formulations help manage hair-related concerns like dandruff, greasy hair, split hair, dry hair, tinea capitis, and premature greying of hair', 'It may help in managing alopecia', 'It covers a wide spectrum of hair fall, related symptoms, and multiple causative factors', 'Unless otherwise prescribed, 10-20 drops with ¼ cup of water, upto 3 times a day, either half an hour before or after a meal', 'Keep them in the mouth for a while before swallowing', 'Read the label carefully before use', 'Store in a cool and dry place, away from sunlight', 'Keep out of reach of children', 'The product contains alcohol', 'In the case of children, pregnant and lactating ladies and with certain serious liver and alcohol problems, consult a specialist']"
Bakson's Natrum Sulphuricum Biochemic Tablet 6X,Bakson's Homeopathy,4.6,30 Ratings,"['Natrum sulphuricum', 'It can help to prevent fatty liver and improves digestion', 'It can help to protect against hepatic toxicity caused due to antibiotics or alcohol', 'It also helps to improve your liver function and prevents hepatocyte damage', 'It can help to reduce headaches', 'It can help to detox the liver and increase metabolism', 'It can also help to manage diarrhoea and symptoms of gout', 'Store it in a cool and dry place', 'Keep it away from direct sunlight', 'Keep it away from the reach of the children']"
Dynamic Homeopathy Dynamic 48 Dibodyn Dilution,Dynamic Agencies,4.6,30 Ratings,"['Syzygium Jambolanum', 'Acidum Phosphoricum', 'Cephalandra Indica', 'Abroma Augusta', 'Helonias Dioica', 'Gymnema Sylvestre', 'Black plum helps manage the symptoms of diabetes, like thirst, weakness, and excessive urination', 'Acidum Phosphoricum effectively deals with the physical and mental weakness, and exhaustion caused due to loss of vital fluids', 'It helps regulate blood glucose, high cholesterol, body weight, and beta-cells of pancreatic islets of Langerhans', 'It eliminates toxins and relieves kidney ailments as well', 'Abroma helps relieve abdominal cramps and pain in the pelvic region', 'Take 20 drops in the morning and 20 drops in the evening in ½ glass of water half an hour before meals or as advised by your physician', 'Read the product label carefully before use', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children', 'Consult a doctor before taking any supplement', 'Do not exceed the recommended dosage', 'Pregnant or nursing mothers, children, and people with medical conditions must consult a physician before taking this supplement']"
Bakson's Natrum Phosphoricum Biochemic Tablet 6X,Bakson's Homeopathy,4.4,28 Ratings,"['Natrum phosphoricum', 'It can help manage nausea and morning sickness and improve digestion', 'It can be used to reduce acidity and indigestion that leads to heartburn and gout, respectively', 'It can help regulate the acids present in the body and eliminate uric acid', 'For adults: consume four tablespoons 3-4 times a day', 'For children: consume have the adult dosage', 'Self-medication is not advisable', 'Stop using it in case of an allergic reaction', 'Do not exceed the recommended dosage', 'Keep out of the reach of children', 'Store in a cool and dry place']"
